transaction_id,date,department,category,description,transaction_type,amount,currency,status
TXN-951140,2025-09-23,Finance,Service Revenue,Service Revenue related to Finance,Revenue,143138.68,USD,Completed
TXN-544063,2024-06-26,Legal,Procurement,Procurement related to Legal,Expense,"$25,302.41",USD,Completed
TXN-208126,2025-08-09,IT,Training,Training related to IT,Expense,159356.79,EUR,Completed
TXN-997103,2025-02-22,Legal,Training,Training related to Legal,Expense,11523.76,USD,Completed
TXN-754089,2023-03-13,HR,Cloud Infrastructure,Cloud Infrastructure related to HR,Expense,26101.81,USD,Completed
TXN-755644,10/05/2024,Logistics,Service Revenue,Service Revenue related to Logistics,Revenue,"$9,234.53",USD,Completed
TXN-198833,29/05/2024,IT,Consulting Revenue,Consulting Revenue related to IT,Revenue,105048.53,USD,Completed
TXN-338238,2025-02-25,Legal,Service Revenue,Service Revenue related to Legal,Revenue,72304.32,USD,Completed
TXN-929568,2023-11-29,Logistics,Software,Software related to Logistics,Expense,4316.10,GBP,Completed
TXN-785762,2025-05-18,IT,Consulting Revenue,Consulting Revenue related to IT,Revenue,14870.33,USD,Completed
TXN-174419,2025-08-02,Administration,Service Revenue,Service Revenue related to Administration,Revenue,6941.92,USD,Completed
TXN-157380,2025-04-24,IT,Other Revenue,Other Revenue related to IT,Revenue,110091.10,EUR,Completed
TXN-978786,2024-12-25,R&D,Product Sales,Product Sales related to R&D,Revenue,91761.21,USD,Completed
TXN-180618,2024-01-14,Customer Support,Office,Office related to Customer Support,Expense,11910.44,USD,Completed
TXN-712788,2025-11-01,Marketing,Office,Office related to Marketing,Expense,34551.60,USD,Completed
TXN-810271,2023-05-26,Procurement,Maintenance,Maintenance related to Procurement,Expense,46646.38,USD,Completed
TXN-792259,2024-01-10,Procurement,Consulting Revenue,Consulting Revenue related to Procurement,Revenue,11976.50,EUR,Completed
TXN-202472,2025-12-04,R&D,Consulting Revenue,Consulting Revenue related to R&D,Revenue,"$30,418.60",USD,Completed
TXN-806763,2024-04-05,R&D,Cloud Infrastructure,Cloud Infrastructure related to R&D,Expense,34376.24,USD,Completed
TXN-631761,2023-12-04,R&D,Consulting Revenue,Consulting Revenue related to R&D,Revenue,40855.75,GBP,Completed
TXN-572822,2024-10-27,Finance,Service Revenue,Service Revenue related to Finance,Revenue,143652.42,USD,Completed
TXN-639098,2025-05-15,Legal,Product Sales,Product Sales related to Legal,Revenue,23893.67,USD,Completed
TXN-902026,2023-07-22,Legal,Consulting Revenue,Consulting Revenue related to Legal,Revenue,14019.29,USD,Completed
TXN-332346,2025-02-06,Procurement,Salaries,Salaries related to Procurement,Expense,12386.39,USD,Completed
TXN-365435,2025-09-21,Legal,Consulting Revenue,Consulting Revenue related to Legal,Revenue,98090.55,USD,Completed
TXN-579459,2025-06-22,Finance,Other Revenue,Other Revenue related to Finance,Revenue,"$107,522.16",USD,Completed
TXN-715040,2024-04-15,Procurement,Software,Software related to Procurement,Expense,"$47,268.06",USD,Completed
TXN-748057,2023-11-17,R&D,Consulting Revenue,Consulting Revenue related to R&D,Revenue,96926.54,USD,Completed
TXN-113885,2023-10-18,Operations,Cloud Infrastructure,Cloud Infrastructure related to Operations,Expense,"$32,747.68",USD,Completed
TXN-550418,2024-07-24,Operations,Other Revenue,Other Revenue related to Operations,Revenue,57877.09,GBP,Completed
TXN-436862,2023-03-22,Sales,Procurement,Procurement related to Sales,Expense,12255.54,USD,Completed
TXN-247904,2024-06-25,Logistics,Subscription Revenue,Subscription Revenue related to Logistics,Revenue,128466.80,USD,Completed
TXN-236751,2023-04-10,Logistics,Professional Services,Professional Services related to Logistics,Expense,14551.65,USD,Completed
TXN-668984,2024-06-05,IT,Product Sales,Product Sales related to IT,Revenue,10763.00,USD,Completed
TXN-469602,2023-07-12,Logistics,Professional Services,Professional Services related to Logistics,Expense,"$5,947.37",USD,Completed
TXN-862094,2024-05-06,Finance,Marketing,Marketing related to Finance,Expense,"$24,782.88",USD,Completed
TXN-261758,2024-03-08,Procurement,Service Revenue,Service Revenue related to Procurement,Revenue,21640.52,USD,Completed
TXN-909381,2023-03-04,Legal,Other Revenue,Other Revenue related to Legal,Revenue,89686.23,USD,Completed
TXN-935477,06/02/2023,Customer Support,Software,Software related to Customer Support,Expense,19654.08,USD,Completed
TXN-665232,2024-05-14,Sales,Subscription Revenue,Subscription Revenue related to Sales,Revenue,11996.66,USD,Completed
TXN-765920,2024-03-14,IT,Maintenance,Maintenance related to IT,Expense,3876.64,USD,Completed
TXN-215630,2025-07-27,Customer Support,Office,Office related to Customer Support,Expense,48295.15,USD,Completed
TXN-697192,2025-12-01,Marketing,Training,Training related to Marketing,Expense,34372.24,GBP,Completed
TXN-277950,2024-10-23,Procurement,Product Sales,Product Sales related to Procurement,Revenue,136067.40,GBP,Completed
TXN-338905,2024-04-16,IT,Procurement,Procurement related to IT,Expense,48359.72,USD,Completed
TXN-577765,2023-06-28,HR,Product Sales,Product Sales related to HR,Revenue,7084.01,USD,Completed
TXN-114061,2023-05-21,HR,Maintenance,Maintenance related to HR,Expense,"$17,593.08",USD,Completed
TXN-438294,2023-11-02,Marketing,Service Revenue,Service Revenue related to Marketing,Revenue,"$25,219.45",USD,Completed
TXN-496404,2025-11-29,Administration,Other Revenue,Other Revenue related to Administration,Revenue,109738.25,USD,Completed
TXN-769338,2025-01-24,Marketing,Other Revenue,Other Revenue related to Marketing,Revenue,72344.43,USD,Completed
TXN-372870,2024-01-27,Legal,Office,Office related to Legal,Expense,32666.97,USD,Completed
TXN-459025,2024-08-08,Operations,Logistics,Logistics related to Operations,Expense,39786.20,GBP,Completed
TXN-871176,2024-03-29,HR,Subscription Revenue,Subscription Revenue related to HR,Revenue,55604.01,USD,Completed
TXN-783275,2023-05-03,Finance,Cloud Infrastructure,Cloud Infrastructure related to Finance,Expense,"$4,068.19",USD,Completed
TXN-153860,2025-11-03,IT,Other Revenue,Other Revenue related to IT,Revenue,"$179,069.73",USD,Completed
TXN-618009,2023-04-25,Operations,Salaries,Salaries related to Operations,Expense,"$42,109.92",USD,Completed
TXN-548500,2023-12-21,Logistics,Service Revenue,Service Revenue related to Logistics,Revenue,261448.80,USD,Completed
TXN-535000,10/07/2025,R&D,Consulting Revenue,Consulting Revenue related to R&D,Revenue,143377.28,USD,Completed
TXN-433327,2024-04-07,Customer Support,Maintenance,Maintenance related to Customer Support,Expense,40047.47,USD,Completed
TXN-890400,2023-08-31,HR,Subscription Revenue,Subscription Revenue related to HR,Revenue,"$66,416.58",USD,Completed
TXN-691099,2024-08-18,Legal,Service Revenue,Service Revenue related to Legal,Revenue,"$141,031.95",USD,Completed
TXN-336626,2023-07-22,R&D,Marketing,Marketing related to R&D,Expense,37877.61,EUR,Completed
TXN-944021,2025-08-30,HR,Travel,Travel related to HR,Expense,207445.13,USD,Completed
TXN-709957,2024-12-04,HR,Training,Training related to HR,Expense,41543.96,USD,Completed
TXN-117859,05/09/2025,Procurement,Office,Office related to Procurement,Expense,8062.99,USD,Completed
TXN-119220,22/04/2023,Procurement,Service Revenue,Service Revenue related to Procurement,Revenue,16686.45,EUR,Completed
TXN-778691,23/11/2025,Procurement,Subscription Revenue,Subscription Revenue related to Procurement,Revenue,93569.85,USD,Completed
TXN-633093,2023-12-12,Procurement,Subscription Revenue,Subscription Revenue related to Procurement,Revenue,61673.41,USD,Completed
TXN-249289,2023-06-17,R&D,Product Sales,Product Sales related to R&D,Revenue,117850.61,USD,Completed
TXN-338922,2023-01-21,Logistics,Training,Training related to Logistics,Expense,4874.34,EUR,Completed
TXN-796138,2025-06-30,Administration,Procurement,Procurement related to Administration,Expense,43518.81,EUR,Completed
TXN-369040,2024-01-30,Procurement,Service Revenue,Service Revenue related to Procurement,Revenue,108675.98,USD,Completed
TXN-794619,2023-12-18,Logistics,Utilities,Utilities related to Logistics,Expense,43912.50,USD,Completed
TXN-356292,2025-10-07,Procurement,Service Revenue,Service Revenue related to Procurement,Revenue,"$9,764.36",USD,Completed
TXN-392682,2023-06-10,Logistics,Consulting Revenue,Consulting Revenue related to Logistics,Revenue,"$117,116.58",USD,Completed
TXN-132692,2023-02-15,Sales,Consulting Revenue,Consulting Revenue related to Sales,Revenue,140024.01,USD,Completed
TXN-252430,2023-04-14,HR,Salaries,Salaries related to HR,Expense,8628.23,USD,Completed
TXN-686833,2024-07-28,Procurement,Consulting Revenue,Consulting Revenue related to Procurement,Revenue,135445.75,EUR,Completed
TXN-846400,2023-09-13,IT,Training,Training related to IT,Expense,49735.16,USD,Completed
TXN-622598,2024-07-21,Marketing,Consulting Revenue,Consulting Revenue related to Marketing,Revenue,52462.13,USD,Completed
TXN-751223,2025-07-21,Marketing,Subscription Revenue,Subscription Revenue related to Marketing,Revenue,31370.58,USD,Completed
TXN-582391,2025-06-09,Marketing,Subscription Revenue,Subscription Revenue related to Marketing,Revenue,81525.64,USD,Completed
TXN-170418,2023-02-17,IT,Travel,Travel related to IT,Expense,16165.08,USD,Completed
TXN-198618,2023-03-25,IT,Service Revenue,Service Revenue related to IT,Revenue,35837.84,USD,Completed
TXN-791722,2024-02-24,R&D,Maintenance,Maintenance related to R&D,Expense,17519.70,USD,Completed
TXN-241070,2024-12-22,Sales,Other Revenue,Other Revenue related to Sales,Revenue,79943.36,GBP,Completed
TXN-872449,2024-04-04,Finance,Product Sales,Product Sales related to Finance,Revenue,28881.99,USD,Completed
TXN-326117,12/04/2025,Finance,Other Revenue,Other Revenue related to Finance,Revenue,110415.28,USD,Completed
TXN-959622,16/05/2023,Procurement,Salaries,Salaries related to Procurement,Expense,8946.34,USD,Completed
TXN-650806,27/07/2024,IT,Software,Software related to IT,Expense,24545.66,USD,Completed
TXN-494295,14/07/2024,R&D,Cloud Infrastructure,Cloud Infrastructure related to R&D,Expense,7133.90,EUR,Completed
TXN-666758,2025-09-16,Marketing,Consulting Revenue,Consulting Revenue related to Marketing,Revenue,134681.71,USD,Completed
TXN-393109,2024-02-26,Customer Support,Professional Services,Professional Services related to Customer Support,Expense,20088.63,EUR,Completed
TXN-731579,2023-05-06,Finance,Travel,Travel related to Finance,Expense,37333.60,USD,Completed
TXN-993813,2025-04-06,Procurement,Professional Services,Professional Services related to Procurement,Expense,"$23,136.56",USD,Completed
TXN-904696,2024-05-28,IT,Product Sales,Product Sales related to IT,Revenue,43561.02,USD,Completed
TXN-387123,2024-05-21,R&D,Procurement,Procurement related to R&D,Expense,29455.00,USD,Completed
TXN-869171,2024-12-20,R&D,Cloud Infrastructure,Cloud Infrastructure related to R&D,Expense,46146.72,USD,Completed
TXN-174024,2024-07-11,Marketing,Consulting Revenue,Consulting Revenue related to Marketing,Revenue,44520.01,USD,Completed
TXN-479773,2025-12-17,HR,Training,Training related to HR,Expense,"$17,209.39",USD,Completed
TXN-123881,2025-09-18,HR,Utilities,Utilities related to HR,Expense,23148.39,USD,Completed
TXN-484419,12/10/2023,Legal,Other Revenue,Other Revenue related to Legal,Revenue,6913.60,USD,Completed
TXN-787423,2024-08-25,Operations,Consulting Revenue,Consulting Revenue related to Operations,Revenue,21345.90,EUR,Completed
TXN-646826,2025-05-02,R&D,Service Revenue,Service Revenue related to R&D,Revenue,31538.56,USD,Completed
TXN-338483,2023-09-02,HR,Travel,Travel related to HR,Expense,38037.31,USD,Completed
TXN-113966,2025-07-05,Administration,Product Sales,Product Sales related to Administration,Revenue,78301.21,USD,Completed
TXN-133545,2025-08-06,R&D,Service Revenue,Service Revenue related to R&D,Revenue,23759.40,USD,Completed
TXN-794670,05/06/2024,HR,Salaries,Salaries related to HR,Expense,38956.38,USD,Completed
TXN-771521,2024-03-23,HR,Salaries,Salaries related to HR,Expense,"$43,842.04",USD,Completed
TXN-423064,28/09/2023,Marketing,Marketing,Marketing related to Marketing,Expense,31070.56,USD,Completed
TXN-665786,2023-11-05,Legal,Subscription Revenue,Subscription Revenue related to Legal,Revenue,"$46,723.15",USD,Completed
TXN-893179,2024-12-25,Administration,Professional Services,Professional Services related to Administration,Expense,"$4,961.52",USD,Completed
TXN-571043,2023-08-23,Finance,Consulting Revenue,Consulting Revenue related to Finance,Revenue,114952.07,EUR,Completed
TXN-357225,2024-03-26,Operations,Training,Training related to Operations,Expense,25934.90,EUR,Completed
TXN-203510,2024-05-12,IT,Service Revenue,Service Revenue related to IT,Revenue,78791.95,USD,Completed
TXN-914197,2023-05-27,Logistics,Other Revenue,Other Revenue related to Logistics,Revenue,11438.16,EUR,Completed
TXN-880243,09/05/2024,Finance,Subscription Revenue,Subscription Revenue related to Finance,Revenue,"$119,607.98",USD,Completed
TXN-100709,2025-04-23,Marketing,Other Revenue,Other Revenue related to Marketing,Revenue,"$124,791.23",USD,Completed
TXN-751958,2025-11-28,Customer Support,Product Sales,Product Sales related to Customer Support,Revenue,107144.71,GBP,Completed
TXN-600290,2025-05-29,Sales,Utilities,Utilities related to Sales,Expense,17981.06,USD,Completed
TXN-166319,16/08/2023,Sales,Subscription Revenue,Subscription Revenue related to Sales,Revenue,99469.83,USD,Completed
TXN-681198,2024-02-18,HR,Utilities,Utilities related to HR,Expense,436487.88,GBP,Completed
TXN-452798,2025-02-04,Finance,Software,Software related to Finance,Expense,18926.94,USD,Completed
TXN-347696,20/01/2024,Operations,Other Revenue,Other Revenue related to Operations,Revenue,122205.68,USD,Completed
TXN-228249,2023-10-09,Customer Support,Product Sales,Product Sales related to Customer Support,Revenue,118471.92,EUR,Completed
TXN-846337,2024-11-23,R&D,Consulting Revenue,Consulting Revenue related to R&D,Revenue,"$32,743.01",USD,Completed
TXN-677806,2025-03-06,Finance,Product Sales,Product Sales related to Finance,Revenue,"$108,412.81",USD,Completed
TXN-645891,2025-01-17,Operations,Utilities,Utilities related to Operations,Expense,10815.99,USD,Completed
TXN-516463,2025-09-25,R&D,Service Revenue,Service Revenue related to R&D,Revenue,62405.17,USD,Completed
TXN-821146,2024-01-11,HR,Other Revenue,Other Revenue related to HR,Revenue,80642.88,USD,Completed
TXN-624892,2025-01-17,Customer Support,Salaries,Salaries related to Customer Support,Expense,39883.27,USD,Completed
TXN-871140,05/10/2023,Customer Support,Cloud Infrastructure,Cloud Infrastructure related to Customer Support,Expense,"$30,012.17",USD,Completed
TXN-143244,2025-11-20,Customer Support,Training,Training related to Customer Support,Expense,33513.23,USD,Completed
TXN-298044,2023-03-23,Legal,Consulting Revenue,Consulting Revenue related to Legal,Revenue,23905.19,USD,Completed
TXN-311957,2023-06-29,Customer Support,Other Revenue,Other Revenue related to Customer Support,Revenue,78295.60,USD,Completed
TXN-537824,2023-05-06,Marketing,Other Revenue,Other Revenue related to Marketing,Revenue,105015.60,USD,Completed
TXN-400333,2025-04-13,IT,Marketing,Marketing related to IT,Expense,38083.81,USD,Completed
TXN-132194,2025-01-16,Legal,Procurement,Procurement related to Legal,Expense,29548.38,GBP,Completed
TXN-363093,2025-10-18,Customer Support,Marketing,Marketing related to Customer Support,Expense,2251.09,USD,Completed
TXN-275298,14/12/2024,Legal,Utilities,Utilities related to Legal,Expense,9017.07,USD,Completed
TXN-899729,2024-02-07,Operations,Software,Software related to Operations,Expense,6328.75,GBP,Completed
TXN-113715,2025-06-22,Sales,Consulting Revenue,Consulting Revenue related to Sales,Revenue,143647.87,USD,Completed
TXN-388944,16/12/2023,HR,Professional Services,Professional Services related to HR,Expense,40921.14,USD,Completed
TXN-506698,2023-01-15,IT,Travel,Travel related to IT,Expense,31944.58,USD,Completed
TXN-515614,03/10/2023,Finance,Travel,Travel related to Finance,Expense,40377.87,USD,Completed
TXN-495641,2024-03-06,Customer Support,Logistics,Logistics related to Customer Support,Expense,6608.96,USD,Completed
TXN-641238,2025-09-03,IT,Logistics,Logistics related to IT,Expense,30869.61,EUR,Completed
TXN-322012,2024-05-14,Marketing,Maintenance,Maintenance related to Marketing,Expense,9523.08,USD,Completed
TXN-754681,06/08/2024,Legal,Office,Office related to Legal,Expense,21855.63,USD,Completed
TXN-976830,2023-06-10,Sales,Subscription Revenue,Subscription Revenue related to Sales,Revenue,125450.25,USD,Completed
TXN-559402,2024-03-24,HR,Service Revenue,Service Revenue related to HR,Revenue,"$124,958.02",USD,Completed
TXN-392917,2024-07-31,Administration,Utilities,Utilities related to Administration,Expense,43955.13,USD,Completed
TXN-232090,2023-12-17,Customer Support,Other Revenue,Other Revenue related to Customer Support,Revenue,135304.87,USD,Completed
TXN-391926,2024-06-06,Legal,Other Revenue,Other Revenue related to Legal,Revenue,454334.34,EUR,Completed
TXN-369115,2025-06-02,Operations,Travel,Travel related to Operations,Expense,16904.81,USD,Completed
TXN-921695,2025-08-05,Administration,Logistics,Logistics related to Administration,Expense,30628.79,USD,Completed
TXN-343867,2024-08-30,Legal,Service Revenue,Service Revenue related to Legal,Revenue,117430.12,USD,Completed
TXN-664287,2023-01-31,Sales,Subscription Revenue,Subscription Revenue related to Sales,Revenue,104851.52,USD,Completed
TXN-640008,27/01/2025,Procurement,Office,Office related to Procurement,Expense,19648.13,USD,Completed
TXN-348146,2024-07-07,Operations,Marketing,Marketing related to Operations,Expense,32066.82,EUR,Completed
TXN-159394,2023-05-30,Logistics,Travel,Travel related to Logistics,Expense,27762.81,USD,Completed
TXN-638692,2023-04-26,Finance,Consulting Revenue,Consulting Revenue related to Finance,Revenue,122111.87,GBP,Completed
TXN-715600,2023-03-06,Administration,Software,Software related to Administration,Expense,29475.62,USD,Completed
TXN-833701,2025-09-27,Customer Support,Office,Office related to Customer Support,Expense,9010.83,GBP,Completed
TXN-402483,2023-08-20,Customer Support,Salaries,Salaries related to Customer Support,Expense,47669.06,USD,Completed
TXN-752659,2025-04-30,Marketing,Maintenance,Maintenance related to Marketing,Expense,12388.24,USD,Completed
TXN-281521,2023-04-10,Finance,Professional Services,Professional Services related to Finance,Expense,40698.48,USD,Completed
TXN-528745,2025-05-06,R&D,Subscription Revenue,Subscription Revenue related to R&D,Revenue,109232.24,USD,Completed
TXN-219844,2024-12-08,Customer Support,Product Sales,Product Sales related to Customer Support,Revenue,41051.16,EUR,Completed
TXN-360101,2025-10-14,Sales,Service Revenue,Service Revenue related to Sales,Revenue,"$9,480.99",USD,Completed
TXN-838769,2023-10-14,Legal,Travel,Travel related to Legal,Expense,12663.19,USD,Completed
TXN-668888,2024-11-05,Logistics,Logistics,Logistics related to Logistics,Expense,35078.83,EUR,Completed
TXN-404628,02/01/2025,Procurement,Professional Services,Professional Services related to Procurement,Expense,14493.71,USD,Completed
TXN-648327,2024-07-30,Legal,Other Revenue,Other Revenue related to Legal,Revenue,10605.84,USD,Completed
TXN-994276,2024-07-16,HR,Marketing,Marketing related to HR,Expense,9385.92,GBP,Completed
TXN-306348,15/02/2023,HR,Training,Training related to HR,Expense,"$32,759.71",USD,Completed
TXN-684074,2025-09-29,Marketing,Logistics,Logistics related to Marketing,Expense,44653.11,USD,Completed
TXN-911526,2025-03-21,Customer Support,Consulting Revenue,Consulting Revenue related to Customer Support,Revenue,50359.73,USD,Completed
TXN-411092,05/05/2023,Sales,Consulting Revenue,Consulting Revenue related to Sales,Revenue,20685.65,USD,Completed
TXN-252457,2023-01-22,HR,Consulting Revenue,Consulting Revenue related to HR,Revenue,111659.86,USD,Completed
TXN-524596,2025-03-31,IT,Other Revenue,Other Revenue related to IT,Revenue,8302.34,USD,Completed
TXN-194232,2025-10-25,Marketing,Consulting Revenue,Consulting Revenue related to Marketing,Revenue,"$20,362.38",USD,Completed
TXN-791803,2025-08-10,IT,Maintenance,Maintenance related to IT,Expense,29075.01,USD,Completed
TXN-734362,2024-01-08,R&D,Product Sales,Product Sales related to R&D,Revenue,27970.07,USD,Completed
TXN-545490,2023-05-16,R&D,Maintenance,Maintenance related to R&D,Expense,42910.44,GBP,Completed
TXN-400283,2024-05-10,Finance,Professional Services,Professional Services related to Finance,Expense,8918.02,GBP,Completed
TXN-346443,26/08/2024,R&D,Training,Training related to R&D,Expense,15073.83,USD,Completed
TXN-940932,2025-07-24,Finance,Maintenance,Maintenance related to Finance,Expense,12901.35,USD,Completed
TXN-610235,2023-07-23,Logistics,Consulting Revenue,Consulting Revenue related to Logistics,Revenue,91183.65,USD,Completed
TXN-323802,2023-07-12,IT,Utilities,Utilities related to IT,Expense,49630.36,USD,Completed
TXN-885755,2024-08-02,Administration,Training,Training related to Administration,Expense,4043.48,USD,Completed
TXN-411863,2024-05-05,HR,Consulting Revenue,Consulting Revenue related to HR,Revenue,144875.38,USD,Completed
TXN-737790,2024-07-07,Logistics,Marketing,Marketing related to Logistics,Expense,25308.18,USD,Completed
TXN-461898,09/01/2023,HR,Marketing,Marketing related to HR,Expense,18590.57,USD,Completed
TXN-257278,2023-06-13,Sales,Training,Training related to Sales,Expense,14821.75,EUR,Completed
TXN-254568,2024-06-26,Operations,Subscription Revenue,Subscription Revenue related to Operations,Revenue,41192.14,USD,Completed
TXN-365809,2023-10-21,Finance,Other Revenue,Other Revenue related to Finance,Revenue,142608.43,USD,Completed
TXN-201589,2023-03-01,Logistics,Logistics,Logistics related to Logistics,Expense,"$37,289.83",USD,Completed
TXN-527232,2025-05-22,Operations,Subscription Revenue,Subscription Revenue related to Operations,Revenue,5875.85,USD,Completed
TXN-470614,03/03/2025,Finance,Office,Office related to Finance,Expense,43412.70,USD,Completed
TXN-813845,2024-05-07,Operations,Other Revenue,Other Revenue related to Operations,Revenue,140794.91,USD,Completed
TXN-922766,31/12/2023,Customer Support,Service Revenue,Service Revenue related to Customer Support,Revenue,31797.20,USD,Completed
TXN-373906,2025-12-15,Sales,Consulting Revenue,Consulting Revenue related to Sales,Revenue,57300.17,GBP,Completed
TXN-578416,24/08/2025,Operations,Subscription Revenue,Subscription Revenue related to Operations,Revenue,146459.54,USD,Completed
TXN-166214,2024-11-11,Marketing,Salaries,Salaries related to Marketing,Expense,27114.29,GBP,Completed
TXN-791459,06/11/2024,Marketing,Other Revenue,Other Revenue related to Marketing,Revenue,"$45,835.37",USD,Completed
TXN-622378,20/10/2025,Sales,Maintenance,Maintenance related to Sales,Expense,14159.24,EUR,Completed
TXN-824855,24/11/2025,Customer Support,Consulting Revenue,Consulting Revenue related to Customer Support,Revenue,36442.08,USD,Completed
TXN-733672,2025-01-12,IT,Salaries,Salaries related to IT,Expense,2174.93,USD,Completed
TXN-582753,2023-04-02,Legal,Service Revenue,Service Revenue related to Legal,Revenue,9560.63,USD,Completed
TXN-915307,2023-09-03,Logistics,Salaries,Salaries related to Logistics,Expense,"$12,265.27",USD,Completed
TXN-417339,2024-06-16,Procurement,Cloud Infrastructure,Cloud Infrastructure related to Procurement,Expense,46418.51,USD,Completed
TXN-157964,2025-06-30,Logistics,Marketing,Marketing related to Logistics,Expense,"$25,356.02",USD,Completed
TXN-532598,2024-12-24,Administration,Other Revenue,Other Revenue related to Administration,Revenue,64948.77,USD,Completed
TXN-658100,2024-03-27,Procurement,Travel,Travel related to Procurement,Expense,"$18,600.69",USD,Completed
TXN-223163,2024-06-18,Operations,Procurement,Procurement related to Operations,Expense,28151.80,USD,Completed
TXN-655186,11/07/2025,Administration,Professional Services,Professional Services related to Administration,Expense,16214.45,USD,Completed
TXN-817131,20/04/2024,Marketing,Consulting Revenue,Consulting Revenue related to Marketing,Revenue,71860.55,USD,Completed
TXN-127698,06/12/2024,Operations,Subscription Revenue,Subscription Revenue related to Operations,Revenue,56777.45,USD,Completed
TXN-676323,2025-11-12,Procurement,Maintenance,Maintenance related to Procurement,Expense,20938.57,EUR,Completed
TXN-988790,29/07/2023,HR,Utilities,Utilities related to HR,Expense,16352.00,USD,Completed
TXN-293049,2023-01-09,IT,Office,Office related to IT,Expense,13821.57,GBP,Completed
TXN-104244,2025-11-27,Sales,Service Revenue,Service Revenue related to Sales,Revenue,101064.44,USD,Completed
TXN-273314,2025-03-15,IT,Product Sales,Product Sales related to IT,Revenue,103658.51,USD,Completed
TXN-534448,2023-07-16,Sales,Subscription Revenue,Subscription Revenue related to Sales,Revenue,45692.07,USD,Completed
TXN-278110,2023-06-13,IT,Professional Services,Professional Services related to IT,Expense,29658.33,GBP,Completed
TXN-850129,2024-06-12,R&D,Professional Services,Professional Services related to R&D,Expense,3808.34,USD,Completed
TXN-686097,2024-09-30,HR,Logistics,Logistics related to HR,Expense,29501.24,USD,Completed
TXN-667968,2024-01-12,Operations,Consulting Revenue,Consulting Revenue related to Operations,Revenue,118378.01,EUR,Completed
TXN-580184,2023-05-29,Finance,Logistics,Logistics related to Finance,Expense,8057.99,USD,Completed
TXN-588028,2025-09-20,Finance,Professional Services,Professional Services related to Finance,Expense,"$39,980.82",USD,Completed
TXN-950488,2023-08-09,Administration,Product Sales,Product Sales related to Administration,Revenue,120395.10,USD,Completed
TXN-785365,06/02/2024,R&D,Consulting Revenue,Consulting Revenue related to R&D,Revenue,"$135,731.68",USD,Completed
TXN-961043,29/12/2025,Operations,Service Revenue,Service Revenue related to Operations,Revenue,101940.90,USD,Completed
TXN-607276,2025-02-02,Operations,Training,Training related to Operations,Expense,49006.96,EUR,Completed
TXN-409746,2025-04-21,Finance,Logistics,Logistics related to Finance,Expense,"$36,057.46",USD,Completed
TXN-946771,2023-09-28,Operations,Procurement,Procurement related to Operations,Expense,4672.14,GBP,Completed
TXN-943357,2023-07-08,Sales,Cloud Infrastructure,Cloud Infrastructure related to Sales,Expense,45015.11,USD,Completed
TXN-348358,06/07/2024,IT,Maintenance,Maintenance related to IT,Expense,40427.80,GBP,Completed
TXN-370403,29/03/2025,Logistics,Other Revenue,Other Revenue related to Logistics,Revenue,99718.52,USD,Completed
TXN-798217,2023-04-17,IT,Travel,Travel related to IT,Expense,23085.78,USD,Completed
TXN-649248,2024-05-20,HR,Product Sales,Product Sales related to HR,Revenue,7318.27,USD,Completed
TXN-219218,2025-11-30,Administration,Professional Services,Professional Services related to Administration,Expense,3001.53,USD,Completed
TXN-256860,2023-04-03,Administration,Professional Services,Professional Services related to Administration,Expense,"$30,358.75",USD,Completed
TXN-585361,2023-11-08,Legal,Service Revenue,Service Revenue related to Legal,Revenue,131501.96,USD,Completed
TXN-436698,14/01/2024,HR,Product Sales,Product Sales related to HR,Revenue,48684.24,USD,Completed
TXN-525803,2023-12-29,Legal,Other Revenue,Other Revenue related to Legal,Revenue,81624.23,USD,Completed
TXN-974453,2023-03-04,HR,Subscription Revenue,Subscription Revenue related to HR,Revenue,146853.50,USD,Completed
TXN-852354,2025-07-31,Logistics,Professional Services,Professional Services related to Logistics,Expense,5501.42,GBP,Completed
TXN-114610,2025-02-20,Customer Support,Cloud Infrastructure,Cloud Infrastructure related to Customer Support,Expense,137726.01,USD,Completed
TXN-699485,2024-09-01,Logistics,Other Revenue,Other Revenue related to Logistics,Revenue,"$135,582.02",USD,Completed
TXN-463797,2023-02-26,Administration,Other Revenue,Other Revenue related to Administration,Revenue,107307.42,EUR,Completed
TXN-357860,2025-03-29,HR,Subscription Revenue,Subscription Revenue related to HR,Revenue,132358.95,USD,Completed
TXN-276560,2024-10-28,Administration,Training,Training related to Administration,Expense,3136.33,USD,Completed
TXN-862340,2024-11-01,Sales,Utilities,Utilities related to Sales,Expense,"$8,338.51",USD,Completed
TXN-367313,2025-12-09,Operations,Software,Software related to Operations,Expense,42025.63,USD,Completed
TXN-473963,2024-09-10,Finance,Travel,Travel related to Finance,Expense,32766.06,USD,Completed
TXN-162449,2025-10-07,IT,Maintenance,Maintenance related to IT,Expense,38198.49,USD,Completed
TXN-394790,2025-09-15,Administration,Salaries,Salaries related to Administration,Expense,24785.54,USD,Completed
TXN-452354,2024-07-30,Operations,Subscription Revenue,Subscription Revenue related to Operations,Revenue,83145.18,USD,Completed
TXN-740768,2025-06-16,R&D,Consulting Revenue,Consulting Revenue related to R&D,Revenue,74376.46,USD,Completed
TXN-932234,2024-02-29,HR,Other Revenue,Other Revenue related to HR,Revenue,60431.41,USD,Completed
